sid,proto,source,src_port,arrow,destination,dst_port,classtype,direction,TActic,Technique,Tname,TA_inb,T_inb,TA_lat,T_lat,TA_out,T_out,msg,reference
41749,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Netgear DGN2200 dnslookup.cgi command injection attempt""","['cve', '2017-6334']"
41750,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Netgear DGN2200 dnslookup.cgi command injection attempt""","['cve', '2017-6334']"
41751,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Netgear DGN2200 dnslookup.cgi command injection attempt""","['cve', '2017-6334']"
41978,tcp,any,any,->,$HOME_NET,445,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""OS-WINDOWS Microsoft Windows SMB remote code execution attempt""","['cve', '2017-0144']"
42019,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC User-Agent known malicious user-agent string - Andr.Trojan.Agent""","['url', 'www.virustotal.com/en/file/a3a849ef491a40c0fc1cb4c5e4769447da27ca02552a5fd270b9c2b8dbc0ff70/analysis/']"
42021,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Andr.Trojan.Agent variant outbound connection""","['url', 'www.virustotal.com/en/file/a3a849ef491a40c0fc1cb4c5e4769447da27ca02552a5fd270b9c2b8dbc0ff70/analysis/']"
42059,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Ransomware.Sage variant outbound connection""","['url', 'www.virustotal.com/en/file/c1c31129a39441607c060a7da57855d3969cf47ce4119cda9beaf65b63faca60/analysis/']"
42128,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Ismdoor variant outbound connection""","['url', 'blog.vectranetworks.com/blog/an-analysis-of-the-shamoon-2-malware-attack']"
42129,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Ismdoor variant outbound connection""","['url', 'blog.vectranetworks.com/blog/an-analysis-of-the-shamoon-2-malware-attack']"
42225,tcp,$HOME_NET,any,->,$EXTERNAL_NET,"[(True, '995'), (True, '80'), (True, '53'), (True, '443')]",trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.RedLeaves outbound connection""","['url', 'github.com/nccgroup/Cyber-Defence/blob/master/Technical%20Notes/Red%20Leaves/Red%20Leaves%20technical%20note%20v1.0.pdf']"
42255,tcp,$EXTERNAL_NET,any,->,$HOME_NET,3389,policy-violation,inb,,,,,,,,,,"""OS-WINDOWS Microsoft Windows empty RDP cookie negotiation attempt""","['cve', '2017-0176']"
42256,tcp,any,any,->,$HOME_NET,445,policy-violation,inb,,,,,,,,,,"""OS-WINDOWS Microsoft Windows SMB anonymous user session setup request detected""","['url', 'msdn.microsoft.com/en-us/library/ee441638.aspx']"
42331,tcp,any,any,->,$HOME_NET,445,trojan-activity,inb,Command and Control,T1055,Process Injection,Command and Control,,,,,,"""MALWARE-CNC Win.Trojan.Doublepulsar variant process injection command""","['url', 'attack.mitre.org/techniques/T1055']"
42332,tcp,any,any,->,$HOME_NET,445,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-CNC Win.Trojan.Doublepulsar variant ping command""","['url', 'countercept.com/our-thinking/analyzing-the-doublepulsar-kernel-dll-injection-technique/']"
42338,tcp,any,any,->,$HOME_NET,445,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""OS-WINDOWS Microsoft Windows SMB large NT RENAME transaction request memory leak attempt""","['url', 'msdn.microsoft.com/en-us/library/ee441910.aspx']"
42339,tcp,$HOME_NET,445,->,any,any,attempted-recon,out,Reconnaissance,,,,,,,Reconnaissance,,"""OS-WINDOWS Microsoft Windows SMB possible leak of kernel heap memory""","['cve', '2017-0147']"
42340,tcp,any,any,->,$HOME_NET,445,attempted-recon,inb,Reconnaissance,T1077,,Reconnaissance,,,,,,"""OS-WINDOWS Microsoft Windows SMB anonymous session IPC share access attempt""","['url', 'attack.mitre.org/techniques/T1077']"
42398,tcp,$HOME_NET,any,->,$EXTERNAL_NET,"[(True, '995'), (True, '80'), (True, '53'), (True, '443')]",trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.RedLeaves outbound connection""","['url', 'github.com/nccgroup/Cyber-Defence/blob/master/Technical%20Notes/Red%20Leaves/Red%20Leaves%20technical%20note%20v1.0.pdf']"
42834,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,trojan-activity,inb,Command and Control,T1100,,Command and Control,,,,,,"""MALWARE-CNC Win.Backdoor.Chopper web shell connection""","['url', 'attack.mitre.org/techniques/T1100']"
42835,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,trojan-activity,inb,Command and Control,T1100,,Command and Control,,,,,,"""MALWARE-CNC Win.Backdoor.Chopper web shell connection""","['url', 'attack.mitre.org/techniques/T1100']"
42836,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,trojan-activity,inb,Command and Control,T1100,,Command and Control,,,,,,"""MALWARE-CNC Win.Backdoor.Chopper web shell connection""","['url', 'attack.mitre.org/techniques/T1100']"
42857,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""SERVER-WEBAPP MVPower DVR Shell arbitrary command execution attempt""","['url', 'www.pentestpartners.com/blog/pwning-cctv-cameras/']"
42880,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Deputy Dog implant outbound connection""",
42881,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Deputy Dog implant outbound connection""",
42882,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC ZoxPNG initial outbound connection""",
42883,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.MadMax implant outbound connection attempt""",
42884,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.MadMax implant outbound connection""",
42885,tcp,$HOME_NET,any,<>,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,,Command and Control,,,,,,,,,"""MALWARE-CNC WashingTon ssl certificate negotiation attempt""",
42886,http,any,any,->,any,any,trojan-activity,,Command and Control,,,,,,,,,"""MALWARE-CNC HttpBrowser User-Agent outbound communication attmept""",
42944,tcp,any,any,->,$HOME_NET,445,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""OS-WINDOWS Microsoft Windows SMB remote code execution attempt""","['cve', '2017-0144']"
43002,tcp,any,any,->,$HOME_NET,445,misc-activity,inb,,T1077,,,,,,,,"""PROTOCOL-OTHER NETBIOS SMB IPC share access attempt""","['url', 'attack.mitre.org/techniques/T1077']"
43003,tcp,any,any,->,$HOME_NET,445,misc-activity,inb,,T1077,,,,,,,,"""PROTOCOL-OTHER NETBIOS SMB IPC share access attempt""","['url', 'attack.mitre.org/techniques/T1077']"
43004,tcp,any,any,->,$HOME_NET,445,attempted-user,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-SAMBA Samba is_known_pipe arbitrary module load code execution attempt""","['cve', '2017-7494']"
43063,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Kabob outbound connection""",
43193,tcp,$HOME_NET,any,->,$EXTERNAL_NET,any,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.HiddenCobra variant outbound connection""","['url', 'www.us-cert.gov/ncas/alerts/TA17-164A']"
43194,tcp,$HOME_NET,any,->,$EXTERNAL_NET,any,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.HiddenCobra variant outbound connection""","['url', 'www.us-cert.gov/ncas/alerts/TA17-164A']"
43285,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""SERVER-WEBAPP /.svn/entries file access attempt""",
43286,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""SERVER-WEBAPP /cgi-bin/sh file access attempt""",
43287,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,attempted-recon,inb,Reconnaissance,T1087,Account Discovery,Reconnaissance,,,,,,"""SERVER-WEBAPP /etc/inetd.conf file access attempt""","['url', 'attack.mitre.org/techniques/T1087']"
43288,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,attempted-recon,inb,Reconnaissance,T1087,Account Discovery,Reconnaissance,,,,,,"""SERVER-WEBAPP /etc/motd file access attempt""","['url', 'attack.mitre.org/techniques/T1087']"
43289,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,attempted-recon,inb,Reconnaissance,T1087,Account Discovery,Reconnaissance,,,,,,"""SERVER-WEBAPP /etc/shadow file access attempt""","['url', 'attack.mitre.org/techniques/T1087']"
43290,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""SERVER-WEBAPP /ws_ftp.log file access attempt""",
43291,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""SERVER-WEBAPP Oracle Application Server 9i unauthenticated application deployment attempt""","['cve', '2001-1371']"
43562,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""POLICY-OTHER Teleopti WFM database information request detected""","['url', 'seclists.org/fulldisclosure/2017/Feb/13']"
43563,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""POLICY-OTHER Teleopti WFM administrative user credentials request detected""","['url', 'seclists.org/fulldisclosure/2017/Feb/13']"
43564,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""POLICY-OTHER Teleopti WFM administrative user creation detected""","['url', 'seclists.org/fulldisclosure/2017/Feb/13']"
43663,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""SERVER-OTHER WSFTP IpSwitch custom SITE command execution attempt""","['cve', '2004-1885']"
43809,tcp,$EXTERNAL_NET,any,->,$HOME_NET,9080,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Kaspersky Linux File Server WMC cross site request forgery attempt""","['bugtraq', '99330']"
43810,tcp,$EXTERNAL_NET,any,->,$HOME_NET,9080,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Kaspersky Linux File Server WMC directory traversal attempt""","['bugtraq', '99330']"
43811,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Kaspersky Linux File Server WMC directory traversal attempt""","['bugtraq', '99330']"
43812,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Kaspersky Linux File Server WMC directory traversal attempt""","['bugtraq', '99330']"
43813,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,attempted-user,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Kaspersky Linux File Server WMC cross site scripting attempt""","['bugtraq', '99330']"
43825,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Osx.Trojan.XAgent outbound connection""","['url', 'contagiodump.blogspot.com/2017/02/russian-apt-apt28-collection-of-samples.html']"
43957,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Ubiquiti Networks UniFi Cloud Key Firm v0.6.1 Host Remote Command Execution attempt""","['url', 'cxsecurity.com/issue/WLB-2017080038']"
43972,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Fareit variant outbound connection""","['url', 'virustotal.com/#/file/01092ea6b5eb749254cf61a58c7c8fe5f6700197643271202fe420ac7cc68d1f/detection']"
43981,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Andr.Trojan.Femas variant outbound connection""","['url', 'blog.lookout.com/blog/2017/02/16/viperrat-mobile-apt/']"
43982,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Andr.Trojan.Femas variant outbound connection""","['url', 'blog.lookout.com/blog/2017/02/16/viperrat-mobile-apt/']"
44004,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""POLICY-OTHER Cisco DDR2200 ASDL gateway file download detected""","['cve', '2017-11587']"
44005,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Cisco DDR2200 ADSL gateway command injection attempt""","['cve', '2017-11588']"
44006,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Cisco DDR2200 ADSL gateway command injection attempt""","['cve', '2017-11588']"
44007,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Cisco DDR2200 ADSL gateway command injection attempt""","['cve', '2017-11588']"
44008,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Cisco DDR2200 ADSL gateway command injection attempt""","['url', 'seclists.org/fulldisclosure/2017/Jul/26']"
44399,tcp,$EXTERNAL_NET,"[(True, '443'), (True, '447'), (True, '449')]",->,$HOME_NET,any,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-CNC Win.Trojan.Trickbot self-signed certificate exchange""","['url', 'virustotal.com/#/file/604bd405cf8edd910b25c52b63ab7e4b6c2242bc6eaf6eca4cccb718e1d291e2']"
44400,tcp,$EXTERNAL_NET,"[(True, '443'), (True, '447'), (True, '449')]",->,$HOME_NET,any,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-CNC Win.Trojan.Trickbot self-signed certificate exchange""","['url', 'virustotal.com/#/file/604bd405cf8edd910b25c52b63ab7e4b6c2242bc6eaf6eca4cccb718e1d291e2']"
44401,tcp,$EXTERNAL_NET,"[(True, '443'), (True, '447'), (True, '449')]",->,$HOME_NET,any,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-CNC Win.Trojan.Trickbot self-signed certificate exchange""","['url', 'malware-traffic-analysis.net/2017/08/12/index.html']"
44402,tcp,$EXTERNAL_NET,"[(True, '443'), (True, '447'), (True, '449')]",->,$HOME_NET,any,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-CNC Win.Trojan.Trickbot self-signed certificate exchange""","['url', 'virustotal.com/en/file/70041c335a374d84f64c6c31d59ff09bd8473fd049cfcb46fe085d1eb92ac0b8/analysis/1502073944/']"
44469,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Potential hostile executable served from compromised or malicious WordPress site attempt""","['url', 'blog.avast.com/2013/05/03/regents-of-louisiana-spreading-sirefef-malware']"
44470,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Potential hostile executable served from compromised or malicious WordPress site attempt""","['url', 'blog.avast.com/2013/05/03/regents-of-louisiana-spreading-sirefef-malware']"
44591,tcp,$EXTERNAL_NET,443,->,$HOME_NET,any,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-CNC Win.Trojan.PandaZeus malicious certificate exchange""","['url', 'virustotal.com/#/file/220a2b2d7353a697496abcabf1b4c1990b8c9b7143e6dada17782ddd9ee2c232']"
44592,tcp,$EXTERNAL_NET,443,->,$HOME_NET,any,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-CNC Win.Trojan.PandaZeus self-signed certificate exchange""","['url', 'virustotal.com/#/file/00fa65c8fced0abfab3f544801014a349f7d960819d8d79c47abe090bd75ccfc']"
44643,tcp,$EXTERNAL_NET,any,->,$HOME_NET,8291,denial-of-service,inb,Impact,,,Impact,,,,,,"""SERVER-OTHER Mikrotik RouterOS denial of service attempt""","['cve', '2012-6050']"
44652,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Zusy variant outbound connection""","['url', 'www.virustotal.com/en/file/5dea4247e021eeeb1347ff269a357dee77e8ac1837383b0ef37fb123339639a1/analysis/']"
44678,http,any,any,->,any,any,trojan-activity,,Command and Control,,,,,,,,,"""POLICY-OTHER NetSupport Manager RAT outbound connection detected""","['url', 'blogs.vmware.com/security/2023/11/netsupport-rat-the-rat-king-returns.html']"
44687,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""SERVER-WEBAPP Netgear DGN1000 series routers authentication bypass attempt""","['bugtraq', '60281']"
44688,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""SERVER-WEBAPP Netgear DGN1000 series routers arbitrary command execution attempt""","['bugtraq', '60281']"
44689,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Gen variant outbound connection""","['url', 'us-cert.gov/ncas/alerts/TA17-293A']"
44698,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Internal field separator use in HTTP URI attempt""",
44699,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Internal field separator use in HTTP URI attempt""",
44743,udp,$EXTERNAL_NET,any,->,$HOME_NET,1900,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""SERVER-OTHER libupnp command buffer overflow attempt""","['cve', '2012-5958']"
44762,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.KopiLuwak variant outbound request detected""","['url', 'securelist.com/blog/research/77429/kopiluwak-a-new-javascript-payload-from-turla/']"
44763,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.KopiLuwak variant outbound request detected""","['url', 'www.proofpoint.com/us/threat-insight/post/turla-apt-actor-refreshes-kopiluwak-javascript-backdoor-use-g20-themed-attack']"
44790,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,policy-violation,inb,,,,,,,,,,"""SERVER-WEBAPP MikroTik RouterOS cross site request forgery attempt""","['bugtraq', '73013']"
44971,tcp,$EXTERNAL_NET,any,->,$HOME_NET,9251,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""SERVER-OTHER QNAP transcode server command injection attempt""","['url', 'www.qnap.com/en-us/']"
45001,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""SERVER-WEBAPP Netgear WNR2000 information leak attempt""","['cve', '2016-10175']"
45062,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-CNC Win.Trojan.Neuron variant inbound service request detected""","['url', 'www.ncsc.gov.uk/alerts/turla-group-malware']"
45063,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Neuron variant inbound service request detected""","['url', 'www.ncsc.gov.uk/alerts/turla-group-malware']"
45064,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-CNC Win.Trojan.Neuron variant inbound service request detected""","['url', 'www.ncsc.gov.uk/alerts/turla-group-malware']"
45065,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Neuron variant inbound service request detected""","['url', 'www.ncsc.gov.uk/alerts/turla-group-malware']"
45090,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Backdoor.StoneDrill server selection outbound connection""","['url', 'securelist.com/files/2017/03/Report_Shamoon_StoneDrill_final.pdf']"
45091,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Backdoor.StoneDrill login outbound connection""","['url', 'securelist.com/files/2017/03/Report_Shamoon_StoneDrill_final.pdf']"
45092,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Backdoor.StoneDrill get commands outbound connection""","['url', 'securelist.com/files/2017/03/Report_Shamoon_StoneDrill_final.pdf']"
45157,udp,$EXTERNAL_NET,any,->,$HOME_NET,1900,attempted-dos,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-OTHER SSDP M-SEARCH ssdp-all potential amplified distributed denial-of-service attempt""","['cve', '2013-5211']"
45397,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""PUA-ADWARE Osx.Adware.SurfBuyer adware outbound connection detected""","['url', 'virustotal.com/en/file/baed00c6e6b157f3a53c76a200de84927f5c9d448cf76438c55d62c18033ba1b/analysis/']"
45398,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""PUA-ADWARE Osx.Adware.SurfBuyer adware outbound connection detected""","['url', 'virustotal.com/en/file/baed00c6e6b157f3a53c76a200de84927f5c9d448cf76438c55d62c18033ba1b/analysis/']"
45400,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Osx.Trojan.OceanLotus outbound connection attempt""","['url', 'www.alienvault.com/blogs/labs-research/oceanlotus-for-os-x-an-application-bundle-pretending-to-be-an-adobe-flash-update']"
45411,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,attempted-recon,out,Reconnaissance,,,,,,,Reconnaissance,,"""POLICY-OTHER TrendMicro ServerProtect server configuration file download detected""","['cve', '2017-9035']"
45412,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""SERVER-WEBAPP Asus RT-AC88U deleteOfflineClients memory corruption attempt""","['cve', '2017-12754']"
45545,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Osx.Trojan.SHLayer variant outbound connection""","['url', 'objective-see.com/blog/blog_0x20.html']"
45555,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""SERVER-WEBAPP MikroTik RouterOS jsproxy readPostData memory corruption attempt""","['url', 'forum.mikrotik.com/viewtopic.php?t=119308']"
45563,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Unix.Trojan.Vpnfilter variant outbound connection attempt""","['url', 'blog.talosintelligence.com/2018/05/VPNFilter.html']"
45564,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Unix.Trojan.Vpnfilter variant outbound connection attempt""","['url', 'blog.talosintelligence.com/2018/05/VPNFilter.html']"
45607,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Rokrat variant outbound connection detected""","['url', 'www.virustotal.com/#/file/3004196da6055c6f062c94a9aae8dc357fa19b953b071049083e69e840083cf9/detection']"
45642,tcp,$HOME_NET,any,->,$EXTERNAL_NET,1025:,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Vbs.Trojan.Agent outbound connection""","['url', 'blog.talosintelligence.com/2018/02/targeted-attacks-in-middle-east.html']"
45643,tcp,$EXTERNAL_NET,1025:,->,$HOME_NET,any,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-CNC Vbs.Trojan.Agent inbound payload download""","['url', 'blog.talosintelligence.com/2018/02/targeted-attacks-in-middle-east.html']"
